Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,POS Eligble,"Spread Table
1, 4 = Part A
2 = Part B
3 = Part C
5 = Part D"
01010,PACRAY INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6866U1062,,Y,,Y,,,,Y,,,,Y,1
01011,NT PHARMA,Equity,Equity Securities (Main Board),500,USD 0.0000,KYG2114L1059,,Y,,Y,,,,Y,,,,Y,1
01013,WAI CHUN GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG9427H1016,,Y,,Y,,,,Y,,,,Y,1
01019,CONVOY,Equity,Equity Securities (Main Board),"6,000",HKD 0.1000,KYG2615B1014,,Y,,Y,,,,Y,,,,Y,1
01020,CYBERNAUT INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2606Y1026,,Y,,Y,,,,Y,,,,Y,1
01022,FEIYU,Equity,Equity Securities (Main Board),"1,500",USD 0.0000,KYG337691037,,Y,,Y,,,,Y,,,,Y,1
01023,SITOY GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8190E1052,,Y,,Y,,,,Y,,,,Y,1
01025,KNT HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG5042B1077,,Y,,Y,,,,Y,,,,Y,1
01026,UNIVERSAL TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG9287P1028,,Y,,Y,,,,Y,,,,Y,1
01027,CHINA JICHENG,Equity,Equity Securities (Main Board),"10,000",HKD 0.0320,KYG2163B1564,,Y,,Y,,,,Y,,,,Y,1
01028,C.BANNER,Equity,Equity Securities (Main Board),"1,000",USD 0.0150,BMG2008E1003,,Y,,Y,,,,Y,,,,Y,1
01029,IRC,Equity,Equity Securities (Main Board),"2,000",,HK0000068244,,Y,,Y,,,,Y,,,,Y,1
01030,SEAZEN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG7956A1094,,Y,Y,Y,Y,,,Y,,,,Y,1
01031,KINGSTON FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0200,BMG5266H1034,,Y,Y,Y,,,,Y,,,,Y,1
01033,SINOPEC SSC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004D6,,Y,Y,Y,,,,Y,,,,Y,1
01034,FULLWEALTH,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG3691M1024,,Y,,Y,,,,Y,,,,Y,1
01036,VANKE OVERSEAS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
01037,MAXNERVA TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5993Y1066,,Y,,Y,,,,Y,,,,Y,1
01038,CKI HOLDINGS,Equity,Equity Securities (Main Board),500,HKD 1.0000,BMG2178K1009,,Y,Y,Y,Y,,,Y,,,,Y,1
01039,CHANGYOU ALLI,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG2122D1034,,Y,,Y,,,,Y,,,,Y,1
01041,LAMTEX HLDGS,Equity,Equity Securities (Main Board),"10,000",USD 0.0050,BMG5423H1034,,Y,,Y,,,,Y,,,,Y,1
01043,COSLIGHT TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG244311012,,Y,,Y,,,,Y,,,,Y,1
01044,HENGAN INT'L,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG4402L1510,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01045,APT SATELLITE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0438M1064,,Y,,Y,,,,Y,,,,Y,1
01046,UNIVERSE ENT,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
01047,NGAI HING HONG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG650311092,,Y,,Y,,,,Y,,,,Y,1
01049,CELESTIAL ASIA,Equity,Equity Securities (Main Board),"6,000",HKD 0.2000,BMG2007W1432,,Y,,Y,,,,Y,,,,Y,1
01050,KARRIE INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5215H1051,,Y,,Y,,,,Y,,,,Y,1
01051,G-RESOURCES,Equity,Equity Securities (Main Board),"3,000",HKD 0.0100,BMG4111M1029,,Y,,Y,,,,Y,,,,Y,1
01052,YUEXIUTRANSPORT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9880L1028,,Y,Y,Y,Y,,,Y,,,,Y,1
01053,CHONGQING IRON,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002W0,,Y,,Y,,,,Y,,,,Y,1
01055,CHINA SOUTH AIR,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002T6,,Y,Y,Y,Y,,,Y,,,,Y,1
01057,ZHEJIANG SHIBAO,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004W6,,Y,,Y,,,,Y,,,,Y,1
01058,GUANGDONG TANN,Equity,Equity Securities (Main Board),"2,000",,HK1058006367,,Y,,Y,,,,Y,,,,Y,1
01059,KANTONE HOLDING,Equity,Equity Securities (Main Board),"3,000",HKD 0.1000,KYG521531486,,Y,,Y,,,,Y,,,,Y,1
01060,ALI PICTURES,Equity,Equity Securities (Main Board),"10,000",HKD 0.2500,BMG0171W1055,,Y,Y,Y,Y,,,Y,,,,Y,1
01061,ESSEX BIO-TECH,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG312371035,,Y,Y,Y,,,,Y,,,,Y,1
01062,CDB INT'L INV,Equity,Investment Companies,"10,000",HKD 0.0100,KYG2125D1007,,Y,,Y,,,,Y,,,,Y,1
01063,SUNCORP TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0060,BMG8571C2494,,Y,,Y,,,,Y,,,,Y,1
01064,ZHONG HUA INT'L,Equity,Equity Securities (Main Board),"5,000",HKD 0.0250,BMG9890M1819,,Y,,Y,,,,Y,,,,Y,1
01065,TIANJIN CAPITAL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004G9,,Y,,Y,,,,Y,,,,Y,1
01066,WEIGAO GROUP,Equity,Equity Securities (Main Board),"4,000",RMB 0.1000,CNE100000171,,Y,Y,Y,Y,,,Y,,,,Y,1
01068,YURUN FOOD,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG211591018,,Y,,Y,,,,Y,,,,Y,1
01069,BOZZA DEVELOP,Equity,Equity Securities (Main Board),"40,000",HKD 0.0020,KYG2152K1004,,Y,,Y,,,,Y,,,,Y,1
01070,TCL ELECTRONICS,Equity,Equity Securities (Main Board),"1,000",HKD 1.0000,KYG8701T1388,,Y,Y,Y,Y,,,Y,,,,Y,1
01071,HUADIAN POWER,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003D8,,Y,Y,Y,Y,,,Y,,,,Y,1
01072,DONGFANG ELEC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000304,,Y,Y,Y,,,,Y,,,,Y,1
01073,DA YU FIN,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,KYG2691D1126,,Y,,Y,,,,Y,,,,Y,1
01075,CAPINFO,Equity,Equity Securities (Main Board),"6,000",RMB 0.1000,CNE1000000X2,,Y,,Y,,,,Y,,,,Y,1
01076,IMPERIAL PAC,Equity,Equity Securities (Main Board),"20,000",HKD 0.0005,BMG4769M1156,,Y,,Y,,,,Y,,,,Y,1
01079,PINE TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG709641044,,Y,,Y,,,,Y,,,,Y,1
01080,SHENGLI PIPE,Equity,Equity Securities (Main Board),"1,500",HKD 0.1000,KYG811661035,,Y,,Y,,,,Y,,,,Y,1
01082,HK EDU INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0500,BMG4588S1456,,Y,,Y,,,,Y,,,,Y,1
01083,TOWNGAS CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8972T1067,,Y,Y,Y,Y,,,Y,,,,Y,1
01084,GF HYDROCOLLOID,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4091F1019,,Y,,Y,,,,Y,,,,Y,1
01085,HXTL,Equity,Equity Securities (Main Board),"2,000",,SG1T38930320,,Y,,Y,,,,Y,,,,Y,1
01086,GOODBABY INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG398141013,,Y,,Y,,,,Y,,,,Y,1
01087,INVESTECH HLDGS,Equity,Equity Securities (Main Board),"1,000",USD 0.0200,KYG4923B1041,,Y,,Y,,,,Y,,,,Y,1
01088,CHINA SHENHUA,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000002R0,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01089,LEYOU TECH H,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,KYG5471S1003,,Y,Y,Y,Y,,,Y,,,,Y,1
01090,DA MING INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2744A1076,,Y,,Y,,,,Y,,,,Y,1
01091,CITIC DAMENG,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG2202Z1077,,Y,,Y,,,,Y,,,,Y,1
01093,CSPC PHARMA,Equity,Equity Securities (Main Board),"2,000",,HK1093012172,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01094,C P PROCUREMENT,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,BMG2157R1346,,Y,,Y,,,,Y,,,,Y,1
01096,SINO ENERGY INT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG817001095,,Y,,Y,,,,Y,,,,Y,1
01097,I-CABLE COMM,Equity,Equity Securities (Main Board),"20,000",,HK1097008929,,Y,,Y,,,,Y,,,,Y,1
01098,ROAD KING INFRA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG760581097,,Y,Y,Y,Y,,,Y,,,,Y,1
01099,SINOPHARM,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE100000FN7,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01100,MAINLAND HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5754W1091,,Y,,Y,,,,Y,,,,Y,1
01101,HUARONG ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,KYG2116D1198,,Y,,Y,,,,Y,,,,Y,1
01102,ENVIRO ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG315661390,,Y,,Y,,,,Y,,,,Y,1
01103,DASHENG AGR FIN,Equity,Equity Securities (Main Board),"8,000",RMB 0.1000,CNE100000429,,Y,,Y,,,,Y,,,,Y,1
01104,APAC RESOURCES,Equity,Equity Securities (Main Board),"20,000",HKD 1.0000,BMG0403V2062,,Y,,Y,,,,Y,,,,Y,1
01105,SING TAO,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG8196H1280,,Y,,Y,,,,Y,,,,Y,1
01106,MING LAM HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0125,KYG6181M1024,,Y,,Y,,,,Y,,,,Y,1
01107,MODERN LAND,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG618221058,,Y,,Y,,,,Y,,,,Y,1
01108,LUOYANG GLASS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Q0,,Y,,Y,,,,Y,,,,Y,1
01109,CHINA RES LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2108Y1052,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01110,KINGWORLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG5268M1006,,Y,,Y,,,,Y,,,,Y,1
01111,CHONG HING BANK,Equity,Equity Securities (Main Board),"1,000",,HK1111036765,,Y,Y,Y,,,,Y,,,,Y,1
01112,H&H INTL HLDG,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG4387E1070,,Y,Y,Y,Y,,,Y,,,,Y,1
01113,CK ASSET,Equity,Equity Securities (Main Board),500,HKD 1.0000,KYG2177B1014,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01114,BRILLIANCE CHI,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,BMG1368B1028,,Y,Y,Y,Y,,,Y,,,,Y,1
01115,TIBET WATER,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG886121097,,Y,,Y,,,,Y,,,,Y,1
01116,MAYER HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.2000,KYG5906L1005,,Y,,Y,,,,Y,,,,Y,1
01117,CH MODERN D,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG215791008,,Y,Y,Y,Y,,,Y,,,,Y,1
01118,GOLIK HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG2618A1009,,Y,,Y,,,,Y,,,,Y,1
01119,IDREAMSKY,Equity,Equity Securities (Main Board),400,USD 0.0001,KYG470811079,,Y,Y,Y,Y,,,Y,,,,Y,1
01120,ARTS OPTICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0505B1081,,Y,,Y,,,,Y,,,,Y,1
01121,BAOFENGMODERN,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG089061025,,Y,,Y,,,,Y,,,,Y,1
01122,QINGLING MOTORS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Y4,,Y,,Y,,,,Y,,,,Y,1
01123,CHINA-HK PHOTO,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2106Y1075,,Y,,Y,,,,Y,,,,Y,1
01124,COASTAL GL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2239B1239,,Y,,Y,,,,Y,,,,Y,1
01125,LAI FUNG HOLD,Equity,Equity Securities (Main Board),400,HKD 5.0000,KYG5342X1227,,Y,,Y,,,,Y,,,,Y,1
01126,DREAM INT'L,Equity,Equity Securities (Main Board),"2,000",,HK1126010854,,Y,,Y,,,,Y,,,,Y,1
01127,LION ROCK GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,BMG6577U1062,,Y,,Y,,,,Y,,,,Y,1
01128,WYNN MACAU,Equity,Equity Securities (Main Board),400,HKD 0.0010,KYG981491007,,Y,Y,Y,Y,,,Y,,,,Y,1
01129,WATER INDUSTRY,Equity,Equity Securities (Main Board),"4,000",HKD 0.5000,KYG2114E1355,,Y,,Y,,,,Y,,,,Y,1
01130,CHINA ENV RES,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,KYG215691430,,Y,,Y,,,,Y,,,,Y,1
01131,AGRITRADE RES,Equity,Equity Securities (Main Board),"5,000",HKD 0.0250,BMG0130N1130,,Y,,Y,,,,Y,,,,Y,1
01132,ORANGE SKY G H,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,BMG6770K1291,,Y,,Y,,,,Y,,,,Y,1
01133,HARBIN ELECTRIC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003C0,,Y,Y,Y,,,,Y,,,,Y,1
01134,KELFRED,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG5S44A1075,,Y,,Y,,,,Y,,,,Y,1
01137,HKTV,Equity,Equity Securities (Main Board),"1,000",,HK0000065349,,Y,Y,Y,,,,Y,,,,Y,1
01138,COSCO SHIP ENGY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002S8,,Y,Y,Y,Y,,,Y,,,,Y,1
01139,VICTORY GROUP,Equity,Equity Securities (Main Board),"16,000",HKD 0.0010,BMG9358V1946,,Y,,Y,,,,Y,,,,Y,1
01140,OP FINANCIAL,Equity,Investment Companies,"4,000",HKD 0.1000,KYG676931044,,Y,,Y,,,,Y,,,,Y,1
01141,CMBC CAPITAL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2233G1024,,Y,Y,Y,Y,,,Y,,,,Y,1
01142,SIBERIAN MINING,Equity,Equity Securities (Main Board),"4,000",HKD 2.0000,KYG813461764,,Y,,Y,,,,Y,,,,Y,1
01143,LINK-ASIA INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,KYG5500A1123,,Y,,Y,,,,Y,,,,Y,1
01145,COURAGE INV,Equity,Equity Securities (Main Board),"1,000",USD 0.0600,BMG246371030,,Y,,Y,,,,Y,,,,Y,1
01146,CH OUTFITTERS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2115H1039,,Y,,Y,,,,Y,,,,Y,1
01147,EDENSOFT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG2932B1077,,Y,,Y,,,,Y,,,,Y,1
01148,POWER XINCHEN,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG9830E1098,,Y,,Y,,,,Y,,,,Y,1
01150,MILAN STATION,Equity,Equity Securities (Main Board),"10,000",HKD 0.0400,KYG611701171,,Y,,Y,,,,Y,,,,Y,1
01152,MOMENTUM FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0050,,,Y,,Y,,,,Y,,,,Y,1
01155,CENTRON TELECOM,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG202011022,,Y,,Y,,,,Y,,,,Y,1
01156,CHINANEWENERGY,Equity,Equity Securities (Main Board),"4,000",GBP 0.00025,JE00B3RWLF12,,Y,,Y,,,,Y,,,,Y,1
01157,ZOOMLION,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000X85,,Y,Y,Y,Y,,,Y,,,,Y,1
01158,NC HOTEL,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100003HS6,,Y,,Y,,,,Y,,,,Y,1
01159,STARLIGHT CUL,Equity,Equity Securities (Main Board),500,HKD 0.1000,,,Y,,Y,,,,Y,,,,Y,1
01160,YOUTH CHAMP,Equity,Investment Companies,"100,000",HKD 0.1000,BMG987631089,,Y,,Y,,,,Y,,,,Y,1
01161,WATER OASIS GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9477E1070,,Y,,Y,,,,Y,,,,Y,1
01162,LUMINA GROUP,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG569821047,,Y,,Y,,,,Y,,,,Y,1
01163,ADTIGER CORP,Equity,Equity Securities (Main Board),"2,500",USD 0.0005,KYG009701064,,Y,,Y,,,,Y,,,,Y,1
01164,CGN MINING,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG2029E1052,,Y,,Y,,,,Y,,,,Y,1
01165,SFCE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8116S1057,,Y,,Y,,,,Y,,,,Y,1
01166,SOLARTECH INT'L,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG8252G2207,,Y,,Y,,,,Y,,,,Y,1
01168,SINOLINK HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8165B1028,,Y,,Y,,,,Y,,,,Y,1
01169,HAIER ELEC,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG423131256,,Y,Y,Y,Y,,,Y,,,,Y,1
01170,KINGMAKER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5256W1029,,Y,,Y,,,,Y,,,,Y,1
01171,YANZHOU COAL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004Q8,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01172,MAGNUSCONCORDIA,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,KYG5792H1065,,Y,,Y,,,,Y,,,,Y,1
01173,VEEKO INT'L,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG9326E1263,,Y,,Y,,,,Y,,,,Y,1
01175,FRESH EXP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG3673S1012,,Y,,Y,,,,Y,,,,Y,1
01176,ZHUGUANG HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9908J1053,,Y,Y,Y,Y,,,Y,,,,Y,1
01177,SINO BIOPHARM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,KYG8167W1380,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01178,HUIYIN HLDGS GP,Equity,Equity Securities (Main Board),"5,000",HKD 0.5000,KYG4644L1005,,Y,,Y,,,,Y,,,,Y,1
01179,HUAZHU-S,Equity,Equity Securities (Main Board),50,USD 0.0001,KYG465871047,,Y,Y,Y,,,,Y,,,,Y,1
01180,PARADISE ENT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG6893L1375,,Y,,Y,,,,Y,,,,Y,1
01181,TANG PALACE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG867001128,,Y,,Y,,,,Y,,,,Y,1
01182,SUCCESS DRAGON,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8551N1083,,Y,,Y,,,,Y,,,,Y,1
01183,MECOM POWER,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5960P1046,,Y,,Y,,,,Y,,,,Y,1
01184,S.A.S. DRAGON,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7814X1011,,Y,,Y,,,,Y,,,,Y,1
01185,CHINA ENERGINE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG215511091,,Y,,Y,,,,Y,,,,Y,1
01186,CHINA RAIL CONS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000981,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01188,HYBRID KINETIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4709W1082,,Y,,Y,,,,Y,,,,Y,1
01189,GBA DYNAMIC,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG4153P1041,,Y,,Y,,,,Y,,,,Y,1
01190,BOLINA,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG121891090,,Y,,Y,,,,Y,,,,Y,1
01191,CHINA GEM HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2116X1074,,Y,,Y,,,,Y,,,,Y,1
01192,TITAN PETROCHEM,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG8890G1371,,Y,,Y,,,,Y,,,,Y,1
01193,CHINA RES GAS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2113B1081,,Y,Y,Y,Y,,,Y,,,,Y,1
01194,BAY AREA GOLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG089001058,,Y,,Y,,,,Y,,,,Y,1
01195,KINGWELL GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG5267M1015,,Y,,Y,,,,Y,,,,Y,1
01196,REALORD GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7403L1046,,Y,Y,Y,Y,,,Y,,,,Y,1
01198,ROYALE HOME,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG7691E1017,,Y,,Y,,,,Y,,,,Y,1
01199,COSCO SHIP PORT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2442N1048,,Y,Y,Y,Y,,,Y,,,,Y,1
01200,MIDLAND HOLDING,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4491W1001,,Y,,Y,,,,Y,,,,Y,1
01201,TESSON HOLDINGS,Equity,Equity Securities (Main Board),"3,000",HKD 0.1000,BMG8764G1069,,Y,,Y,,,,Y,,,,Y,1
01202,CHENGDU PUTIAN,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002C2,,Y,,Y,,,,Y,,,,Y,1
01203,GUANGNAN (HOLD),Equity,Equity Securities (Main Board),"2,000",,HK1203033175,,Y,,Y,,,,Y,,,,Y,1
01205,CITIC RESOURCES,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,BMG2155Y1075,,Y,,Y,,,,Y,,,,Y,1
01206,TECHNOVATOR,Equity,Equity Securities (Main Board),"2,000",,SG9999008015,,Y,,Y,,,,Y,,,,Y,1
01207,SRE GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8403X1065,,Y,,Y,,,,Y,,,,Y,1
01208,MMG,Equity,Equity Securities (Main Board),"4,000",,HK1208013172,,Y,Y,Y,Y,,,Y,,,,Y,1
01210,CHRISTINE,Equity,Equity Securities (Main Board),"2,000",HKD 0.00001,KYG211991073,,Y,,Y,,,,Y,,,,Y,1
01211,BYD COMPANY,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000296,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01212,LIFESTYLE INT'L,Equity,Equity Securities (Main Board),500,HKD 0.0050,KYG548561284,,Y,Y,Y,Y,,,Y,,,,Y,1
01213,MOBICON GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6179G1096,,Y,,Y,,,,Y,,,,Y,1
01215,KAI YUAN HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,BMG5220G1006,,Y,,Y,,,,Y,,,,Y,1
01216,ZYBANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100002GY8,,Y,Y,Y,,,,Y,,,,Y,1
01217,CH INNOVATION,Equity,Investment Companies,"40,000",HKD 0.0100,KYG2112R1048,,Y,,Y,,,,Y,,,,Y,1
01218,EASYKNIT INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG2915Q3296,,Y,,Y,,,,Y,,,,Y,1
01219,TENWOW INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG870741033,,Y,,Y,,,,Y,,,,Y,1
01220,ZHIDAO INT'L,Equity,Equity Securities (Main Board),"30,000",HKD 0.0100,BMG9893K1099,,Y,,Y,,,,Y,,,,Y,1
01221,SINO HOTELS,Equity,Equity Securities (Main Board),"2,000",HKD 1.0000,KYG8168Z1063,,Y,Y,Y,,,,Y,,,,Y,1
01222,WANG ON GROUP,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG9429S2464,,Y,,Y,,,,Y,,,,Y,1
01223,SYMPHONY HOLD,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG5472K1898,,Y,,Y,,,,Y,,,,Y,1
01224,C C LAND,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG1985B1138,,Y,Y,Y,,,,Y,,,,Y,1
01225,LERADO FIN,Equity,Equity Securities (Main Board),"20,000",HKD 0.5000,BMG5454H1135,,Y,,Y,,,,Y,,,,Y,1
01226,CH INV FIN GP,Equity,Investment Companies,"10,000",HKD 0.0010,KYG2114S1425,,Y,,Y,,,,Y,,,,Y,1
01227,NATIONAL INV,Equity,Investment Companies,"20,000",HKD 0.1000,KYG6384R1487,,Y,,Y,,,,Y,,,,Y,1
01229,NAN NAN RES,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6390D1092,,Y,,Y,,,,Y,,,,Y,1
01230,YASHILI INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG983401053,,Y,,Y,,,,Y,,,,Y,1
01231,NEWTON RES,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG6525A1031,,Y,Y,Y,,,,Y,,,,Y,1
01232,GW TIANDI,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG395991089,,Y,,Y,,,,Y,,,,Y,1
01233,TIMES CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8904A1004,,Y,Y,Y,Y,,,Y,,,,Y,1
