Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,POS Eligble,"Spread Table
1, 4 = Part A
2 = Part B
3 = Part C
5 = Part D"
06182,TWINTEK,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG9143C1050,,Y,,Y,,,,Y,,,,Y,1
06183,CH GREENFRESH,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG2117Y1044,,Y,,Y,,,,Y,,,,Y,1
06185,CANSINOBIO-B,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100003F01,,Y,Y,Y,Y,,,Y,,,,Y,1
06186,CHINA FEIHE,Equity,Equity Securities (Main Board),"1,000",USD 0.0000,KYG2121Q1055,,Y,Y,Y,Y,,,Y,,,,Y,1
06188,BJ DIGITAL,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001ST5,,Y,,Y,,,,Y,,,,Y,1
06189,ADWAY,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100002B71,,Y,,Y,,,,Y,,,,Y,1
06190,BANKOFJIUJIANG,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE1000031G2,,Y,,Y,,,,Y,,,,Y,1
06193,TAILAM TECHCON,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8661H1083,,Y,,Y,,,,Y,,,,Y,1
06196,BANKOFZHENGZHOU,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000023P0,,Y,Y,Y,,,,Y,,,,Y,1
06198,QINGDAO PORT,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001SG2,,Y,Y,Y,,,,Y,,,,Y,1
06199,BANK OF GUIZHOU,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100003PT7,,Y,Y,Y,,,,Y,,,,Y,1
06288,FAST RETAIL-DRS,Equity,Depositary Receipts,300,,US31188H2004,,Y,,Y,,,,Y,,,,Y,1
06805,KIMOU ENVIRON,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG5258L1041,,Y,,Y,,,,Y,,,,Y,1
06806,SWHY,Equity,Equity Securities (Main Board),800,RMB 1.0000,CNE100003K53,,Y,Y,Y,Y,,,Y,,,,Y,1
06808,SUNART RETAIL,Equity,Equity Securities (Main Board),500,,HK0000083920,,Y,Y,Y,Y,,,Y,,,,Y,1
06811,TAI HING GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG866191060,,Y,,Y,,,,Y,,,,Y,1
06812,WINSON HLDGS HK,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG971751063,,Y,,Y,,,,Y,,,,Y,1
06816,PROSPER CONS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG7279E1017,,Y,,Y,,,,Y,,,,Y,1
06818,CEB BANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001QW3,,Y,Y,Y,Y,,,Y,,,,Y,1
06819,INTELLICENTRICS,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG480041089,,Y,,Y,,,,Y,,,,Y,1
06820,FRIENDTIMES,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG371BT1022,,Y,Y,Y,,,,Y,,,,Y,1
06822,KING'S FLAIR,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5258R1011,,Y,,Y,,,,Y,,,,Y,1
06823,HKT-SS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0005,HK0000093390,,Y,Y,Y,Y,,,Y,,,,Y,1
06826,HAOHAI BIOTEC,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100001W69,,Y,Y,Y,,,,Y,,,,Y,1
06828,BG BLUE SKY,Equity,Equity Securities (Main Board),"8,000",HKD 0.0550,BMG095871098,,Y,,Y,,,,Y,,,,Y,1
06829,DRAGON RISE GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG2831B1095,,Y,,Y,,,,Y,,,,Y,1
06830,HUAZHONG IN-V,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4657L1041,,Y,,Y,,,,Y,,,,Y,1
06833,SINCO PHARMA,Equity,Equity Securities (Main Board),"4,000",HKD 0.0001,KYG8154Y1052,,Y,,Y,,,,Y,,,,Y,1
06836,TIANYUN INT'L,Equity,Equity Securities (Main Board),"2,000",,VGG8880B1067,,Y,,Y,,,,Y,,,,Y,1
06837,HAITONG SEC,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE1000019K9,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
06838,WINOX,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG971741098,,Y,,Y,,,,Y,,,,Y,1
06839,YUNNAN WATER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001WB5,,Y,,Y,,,,Y,,,,Y,1
06855,ASCENTAGE-B,Equity,Equity Securities (Main Board),100,USD 0.0001,KYG0519B1023,,Y,Y,Y,Y,,,Y,,,,Y,1
06858,HONMAGOLF,Equity,Equity Securities (Main Board),500,USD 0.0000,KYG459461037,,Y,,Y,,,,Y,,,,Y,1
06860,FINGERTANGO,Equity,Equity Securities (Main Board),"1,000",USD 0.00001,KYG3R10G1007,,Y,,Y,,,,Y,,,,Y,1
06862,HAIDILAO,Equity,Equity Securities (Main Board),"1,000",USD 0.00001,KYG4290A1013,,Y,Y,Y,Y,,,Y,,,,Y,1
06865,FLAT GLASS,Equity,Equity Securities (Main Board),"1,000",RMB 0.2500,CNE100002375,,Y,Y,Y,,,,Y,,,,Y,1
06866,ZUOLI M-FIN,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100001TL0,,Y,,Y,,,,Y,,,,Y,1
06868,TENFU,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG875941000,,Y,Y,Y,,,,Y,,,,Y,1
06869,YOFC,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001T72,,Y,Y,Y,Y,,,Y,,,,Y,1
06877,CLSA PREMIUM,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
06878,DIFFER GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0025,KYG2760V1005,,Y,Y,Y,,,,Y,,,,Y,1
06880,TEMPUS HOLD,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG8756N1016,,Y,,Y,,,,Y,,,,Y,1
06881,CGS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001NT6,,Y,Y,Y,Y,,,Y,,,,Y,1
06882,EGL HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG3089V1023,,Y,,Y,,,,Y,,,,Y,1
06885,JINMA ENERGY,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100002QZ4,,Y,,Y,,,,Y,,,,Y,1
06886,HTSC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100001YQ9,,Y,Y,Y,Y,,,Y,,,,Y,1
06888,FREETECH,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG3728H1002,,Y,,Y,,,,Y,,,,Y,1
06889,DYNAM JAPAN,Equity,Equity Securities (Main Board),200,,JP3491910000,,Y,Y,Y,Y,,,Y,,,,Y,1
06890,KANGLI INT HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG521551013,,Y,,Y,,,,Y,,,,Y,1
06893,HINSANG GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4590V1023,,Y,,Y,,,,Y,,,,Y,1
06896,GOLDEN THROAT,Equity,Equity Securities (Main Board),500,USD 0.00003,KYG3961J1022,,Y,,Y,,,,Y,,,,Y,1
06898,CHINA ALUMCAN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG211551091,,Y,,Y,,,,Y,,,,Y,1
06899,OURGAME,Equity,Equity Securities (Main Board),"1,000",USD 0.00005,KYG6847M1087,,Y,,Y,,,,Y,,,,Y,1
06908,HONGGUANG LIGHT,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG4644A1040,,Y,,Y,,,,Y,,,,Y,1
06918,KIDZTECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG5259S1084,,Y,,Y,,,,Y,,,,Y,1
06919,RENRUI HR,Equity,Equity Securities (Main Board),100,USD 0.00005,KYG7504A1067,,Y,Y,Y,,,,Y,,,,Y,1
06928,TOMO HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8955R1011,,Y,,Y,,,,Y,,,,Y,1
06933,SINO-ENTERTAIN,Equity,Equity Securities (Main Board),"2,000",USD 0.0001,KYG8191E1044,,Y,,Y,,,,Y,,,,Y,1
06958,ZHENRO SERVICES,Equity,Equity Securities (Main Board),"1,000",USD 0.0020,KYG9898V1005,,Y,Y,Y,,,,Y,,,,Y,1
06966,C WAN TONG YUAN,Equity,Equity Securities (Main Board),"10,000",USD 0.0100,KYG215AA1032,,Y,,Y,,,,Y,,,,Y,1
06968,GANGLONG CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG373041055,,Y,,Y,,,,Y,,,,Y,1
06969,SMOORE INTL,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG8245V1023,,Y,Y,Y,Y,,,Y,,,,Y,1
06978,IMMUNOTECH-B,Equity,Equity Securities (Main Board),"1,000",USD 0.0010,KYG4721A1004,,Y,,Y,,,,Y,,,,Y,1
06988,JOY SPREADER,Equity,Equity Securities (Main Board),"1,000",HKD 0.00001,KYG5191P1054,,Y,,Y,,,,Y,,,,Y,1
06989,EXCELLENCE CM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG3235S1021,,Y,,Y,,,,Y,,,,Y,1
06998,JHBP-B,Equity,Equity Securities (Main Board),500,USD 0.00002,KYG6501A1013,,Y,,Y,,,,Y,,,,Y,1
08001,ORIENTSEC INT,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG6805Q1091,,Y,,Y,,,,Y,,,,Y,1
08003,GREAT WORLD,Equity,Equity Securities (GEM),"2,000",HKD 0.0100,KYG4158M1069,,Y,,Y,,,,Y,,,,Y,1
08005,YUXING INFOTECH,Equity,Equity Securities (GEM),"2,000",HKD 0.0250,BMG9883P1344,,Y,,Y,,,,Y,,,,Y,1
08006,SINO SPLENDID,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG816BP1201,,Y,,Y,,,,Y,,,,Y,1
08007,GLOBALSTRAT,Equity,Equity Securities (GEM),"10,000",HKD 0.5000,KYG3947G1230,,Y,,Y,,,,Y,,,,Y,1
08009,CHI ENGY HOLD,Equity,Equity Securities (GEM),"5,000",,HK0000464021,,Y,,Y,,,,Y,,,,Y,1
08011,POLYARD PETRO,Equity,Equity Securities (GEM),"20,000",HKD 0.0400,KYG7159B1775,,Y,,Y,,,,Y,,,,Y,1
08013,ECI TECH,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08017,TRADEGO,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG8985W1042,,Y,,Y,,,,Y,,,,Y,1
08018,FINSOFT FIN,Equity,Equity Securities (GEM),"10,000",HKD 0.0050,KYG3461G1525,,Y,,Y,,,,Y,,,,Y,1
08019,HAO WEN HLDGS,Equity,Equity Securities (GEM),"20,000",HKD 0.2000,KYG4286Q1698,,Y,,Y,,,,Y,,,,Y,1
08020,UNITAS HOLD,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG9345D1097,,Y,,Y,,,,Y,,,,Y,1
08021,WLS HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG9726D1323,,Y,,Y,,,,Y,,,,Y,1
08022,EVERSHINE GP,Equity,Equity Securities (GEM),"3,000",,HK0000124617,,Y,,Y,,,,Y,,,,Y,1
08023,KWONG MAN KEE,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,KYG532951046,,Y,,Y,,,,Y,,,,Y,1
08025,ACR HOLDINGS,Equity,Equity Securities (GEM),"3,000",HKD 1.0000,KYG0542K1114,,Y,,Y,,,,Y,,,,Y,1
08026,CB GLOBAL,Equity,Equity Securities (GEM),"1,000",HKD 0.1000,KYG211AJ1037,,Y,,Y,,,,Y,,,,Y,1
08027,KPM HOLDING,Equity,Equity Securities (GEM),"5,000",HKD 0.03125,KYG5314U1224,,Y,,Y,,,,Y,,,,Y,1
08028,TIMELESS,Equity,Equity Securities (GEM),"20,000",,HK8028008944,,Y,,Y,,,,Y,,,,Y,1
08029,SUN INT'L,Equity,Equity Securities (GEM),"5,000",HKD 0.0400,KYG857AT1018,,Y,,Y,,,,Y,,,,Y,1
08030,FLYING FIN,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,KYG3642R1011,,Y,,Y,,,,Y,,,,Y,1
08031,ETS GROUP,Equity,Equity Securities (GEM),"2,000",HKD 0.0100,KYG314241152,,Y,,Y,,,,Y,,,,Y,1
08032,VIVA CHINA,Equity,Equity Securities (GEM),"8,000",HKD 0.0500,KYG9374E1199,,Y,,Y,,,,Y,,,,Y,1
08033,VODATEL NETWORK,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,BMG938831093,,Y,,Y,,,,Y,,,,Y,1
08035,JANCO HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08036,EBROKER GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0010,KYG292091066,,Y,,Y,,,,Y,,,,Y,1
08037,CH BIOTECH SER,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,BMG2152F1014,,Y,,Y,,,,Y,,,,Y,1
08039,KNK HOLDINGS,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,KYG5300B1041,,Y,,Y,,,,Y,,,,Y,1
08040,DCB HOLDINGS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08041,LUXEY INT'L,Equity,Equity Securities (GEM),"20,000",HKD 0.1000,KYG5726E1614,,Y,,Y,,,,Y,,,,Y,1
08042,KOS INTL,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG531501016,,Y,,Y,,,,Y,,,,Y,1
08043,ATLINKS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG069761073,,Y,,Y,,,,Y,,,,Y,1
08045,NANDASOFT,Equity,Equity Securities (GEM),"6,000",RMB 0.1000,CNE100000122,,Y,,Y,,,,Y,,,,Y,1
08047,CHINA OCEAN GP,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08048,YU TAK INT'L,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,BMG9887Q1042,,Y,,Y,,,,Y,,,,Y,1
08049,JILIN CHANGLONG,Equity,Equity Securities (GEM),"4,000",RMB 0.1000,CNE100000130,,Y,,Y,,,,Y,,,,Y,1
08050,QUANTUM THINK,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,KYG7S12H1066,,Y,,Y,,,,Y,,,,Y,1
08051,CIRCUTECH,Equity,Equity Securities (GEM),200,HKD 0.2000,KYG2180K1141,,Y,,Y,,,,Y,,,,Y,1
08052,LUK HING ENT,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG569701090,,Y,,Y,,,,Y,,,,Y,1
08053,PIZU GROUP,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,KYG7112V1041,,Y,,Y,,,,Y,,,,Y,1
08055,CHI E-INFO TECH,Equity,Equity Securities (GEM),"8,000",HKD 0.1000,KYG2157K1132,,Y,,Y,,,,Y,,,,Y,1
08056,LIFE CONCEPTS,Equity,Equity Securities (GEM),"5,000",USD 0.0100,KYG5562L1059,,Y,,Y,,,,Y,,,,Y,1
08057,MADISON HLDG,Equity,Equity Securities (GEM),"4,000",HKD 0.0010,KYG5747Y1052,,Y,,Y,,,,Y,,,,Y,1
08059,GLORY FLAME,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG394011079,,Y,,Y,,,,Y,,,,Y,1
08060,GLOBAL LINK,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,KYG392991132,,Y,,Y,,,,Y,,,,Y,1
08062,EFT SOLUTIONS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG294321040,,Y,,Y,,,,Y,,,,Y,1
08063,GLOBAL M HLDG,Equity,Equity Securities (GEM),"50,000",HKD 0.0100,KYG3932Y1052,,Y,,Y,,,,Y,,,,Y,1
08065,KML TECH,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG5S00R1029,,Y,,Y,,,,Y,,,,Y,1
08066,PHOENITRON HOLD,Equity,Equity Securities (GEM),"5,000",HKD 0.2000,KYG7059R1323,,Y,,Y,,,,Y,,,,Y,1
08067,OUC HOLDINGS,Equity,Equity Securities (GEM),"1,000",,HK0000231891,,Y,,Y,,,,Y,,,,Y,1
08069,WWPKG HOLDINGS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG981251005,,Y,,Y,,,,Y,,,,Y,1
08070,KEEN OCEAN,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG5244B1032,,Y,,Y,,,,Y,,,,Y,1
08071,CH NETCOMTECH,Equity,Equity Securities (GEM),"5,000",HKD 0.0050,KYG2117P1110,,Y,,Y,,,,Y,,,,Y,1
08072,ROMA GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG7633U1976,,Y,,Y,,,,Y,,,,Y,1
08073,SINGYES NM,Equity,Equity Securities (GEM),"4,000",USD 0.0100,BMG215971026,,Y,,Y,,,,Y,,,,Y,1
08075,MEDIA ASIA,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,BMG5960C1111,,Y,,Y,,,,Y,,,,Y,1
08076,SING LEE,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,BMG819641017,,Y,,Y,,,,Y,,,,Y,1
08078,C CREATIVE DIGI,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08079,EASY REPAY FIN,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,BMG2916U1210,,Y,,Y,,,,Y,,,,Y,1
08080,NAS HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.1000,BMG664301360,,Y,,Y,,,,Y,,,,Y,1
08081,HANG TAI YUE GP,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG4289J1053,,Y,,Y,,,,Y,,,,Y,1
08082,SUN ENT GP,Equity,Equity Securities (GEM),"5,000",HKD 0.0250,,,Y,,Y,,,,Y,,,,Y,1
08083,CHINA YOUZAN,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,,,Y,Y,Y,,,,Y,,,,Y,1
08086,SINO VISION WW,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08087,CHINA 33MEDIA,Equity,Equity Securities (GEM),"20,000",USD 0.0100,KYG8442C1134,,Y,,Y,,,,Y,,,,Y,1
08088,AID LIFE SCI,Equity,Equity Securities (GEM),"8,000",USD 0.0020,,,Y,,Y,,,,Y,,,,Y,1
08089,CHINESE STRAT,Equity,Equity Securities (GEM),"1,800",HKD 0.0100,BMG2115V1101,,Y,,Y,,,,Y,,,,Y,1
08090,CHI ASSURANCE,Equity,Equity Securities (GEM),"2,000",HKD 0.0100,KYG211481125,,Y,,Y,,,,Y,,,,Y,1
08091,OOH HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG675351079,,Y,,Y,,,,Y,,,,Y,1
08092,ITE HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG6333F1046,,Y,,Y,,,,Y,,,,Y,1
08093,MILLION STARS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG6129U1094,,Y,,Y,,,,Y,,,,Y,1
08095,BEIDA JADE BIRD,Equity,Equity Securities (GEM),"1,000",RMB 0.1000,CNE100000551,,Y,,Y,,,,Y,,,,Y,1
08096,TASTY CONCEPTS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08098,CL GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG220291051,,Y,,Y,,,,Y,,,,Y,1
08100,GET HOLDINGS,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,BMG3867N1406,,Y,,Y,,,,Y,,,,Y,1
08101,EJE HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.2500,KYG2953C1096,,Y,,Y,,,,Y,,,,Y,1
08103,HMVOD,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,KYG4527B1041,,Y,,Y,,,,Y,,,,Y,1
08106,SHENGHUA LANDE,Equity,Equity Securities (GEM),"5,000",RMB 0.1000,CNE100000700,,Y,,Y,,,,Y,,,,Y,1
08107,VISION INT HLDG,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,KYG9377G1111,,Y,,Y,,,,Y,,,,Y,1
08108,GRAND PEACE,Equity,Equity Securities (GEM),"2,000",HKD 0.5000,BMG4063G1116,,Y,,Y,,,,Y,,,,Y,1
08109,KIRIN GROUP,Equity,Equity Securities (GEM),"15,000",HKD 0.0050,BMG5276Q1270,,Y,,Y,,,,Y,,,,Y,1
08111,CT IND GROUP,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,,,Y,,Y,,,,Y,,,,Y,1
08112,CORNERSTONE FIN,Equity,Equity Securities (GEM),"24,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08113,HI-LEVEL TECH,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG4492L1032,,Y,,Y,,,,Y,,,,Y,1
08115,SHANGHAI QINGPU,Equity,Equity Securities (GEM),"4,000",RMB 0.1000,CNE100000197,,Y,,Y,,,,Y,,,,Y,1
08116,C FORTUNE INV,Equity,Equity Securities (GEM),"20,000",HKD 0.0050,KYG2161R1469,,Y,,Y,,,,Y,,,,Y,1
08117,CHI P ENERGY,Equity,Equity Securities (GEM),"10,000",HKD 0.0625,KYG2161J1022,,Y,,Y,,,,Y,,,,Y,1
08118,BORTEX GLOBAL,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,KYG125871049,,Y,,Y,,,,Y,,,,Y,1
08119,THIZ TECHNOLOGY,Equity,Equity Securities (GEM),"10,000",HKD 1.0000,KYG8826N1988,,Y,,Y,,,,Y,,,,Y,1
08120,CH DEMETER FIN,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG2125V1265,,Y,,Y,,,,Y,,,,Y,1
08121,GURU ONLINE,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG428971017,,Y,,Y,,,,Y,,,,Y,1
08123,SINOFORTUNE FIN,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,KYG8406P1000,,Y,,Y,,,,Y,,,,Y,1
08125,ROYAL CEN RES,Equity,Equity Securities (GEM),"4,000",,HK0000205101,,Y,,Y,,,,Y,,,,Y,1
08126,G. A. HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.1000,KYG3706N1034,,Y,,Y,,,,Y,,,,Y,1
08128,CH GEOTHERMAL,Equity,Equity Securities (GEM),"8,000",USD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08130,DADI INTL GROUP,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,BMG2617D1056,,Y,,Y,,,,Y,,,,Y,1
08131,ABC MULTIACTIVE,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,BMG0031W1477,,Y,,Y,,,,Y,,,,Y,1
08132,CHINAOILGANGRAN,Equity,Equity Securities (GEM),"10,000",HKD 0.0040,KYG2162K1168,,Y,,Y,,,,Y,,,,Y,1
08133,JETE POWER,Equity,Equity Securities (GEM),"20,000",HKD 0.0020,KYG511391149,,Y,,Y,,,,Y,,,,Y,1
08135,ZMFY GLASS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG9896X1088,,Y,,Y,,,,Y,,,,Y,1
08136,IMS GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0010,KYG472571036,,Y,,Y,,,,Y,,,,Y,1
08137,HONBRIDGE,Equity,Equity Securities (GEM),"2,000",HKD 0.0010,KYG4587J1123,,Y,,Y,,,,Y,,,,Y,1
08139,CHANGAN RH,Equity,Equity Securities (GEM),500,RMB 1.0000,CNE100003DZ0,,Y,,Y,,,,Y,,,,Y,1
08140,BOSATECH,Equity,Equity Securities (GEM),"10,000",HKD 0.0001,KYG1263R1039,,Y,,Y,,,,Y,,,,Y,1
08143,GF HEALTHCARE,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG4052M1033,,Y,,Y,,,,Y,,,,Y,1
08146,GRACEWINE,Equity,Equity Securities (GEM),"10,000",HKD 0.0010,KYG4036R1039,,Y,,Y,,,,Y,,,,Y,1
08147,MILLENNIUM PG,Equity,Equity Securities (GEM),"8,000",HKD 0.0016,KYG6169E1558,,Y,,Y,,,,Y,,,,Y,1
08148,AURUM PACIFIC,Equity,Equity Securities (GEM),"20,000",HKD 0.0400,KYG063701455,,Y,,Y,,,,Y,,,,Y,1
08149,ALTUS HLDGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG0R70H1014,,Y,,Y,,,,Y,,,,Y,1
08150,SEAMLESS GREEN,Equity,Equity Securities (GEM),"10,000",HKD 0.0500,BMG7947R1126,,Y,,Y,,,,Y,,,,Y,1
08151,BAO SHEN HLDGS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG0891H1074,,Y,,Y,,,,Y,,,,Y,1
08152,M&L HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG6125R1002,,Y,,Y,,,,Y,,,,Y,1
08153,FARNOVA GROUP,Equity,Equity Securities (GEM),"5,000",HKD 0.0004,BMG3394P1059,,Y,,Y,,,,Y,,,,Y,1
08155,SC ASSETS HLDGS,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,KYG8290J1031,,Y,,Y,,,,Y,,,,Y,1
08156,SINOPHARM TECH,Equity,Equity Securities (GEM),"5,000",HKD 0.0125,,,Y,,Y,,,,Y,,,,Y,1
08158,CRMI,Equity,Equity Securities (GEM),"5,000",HKD 0.2000,KYG2129W1125,,Y,,Y,,,,Y,,,,Y,1
08159,GLORY MARK,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,BMG394081100,,Y,,Y,,,,Y,,,,Y,1
08160,GOLDWAY EDU,Equity,Equity Securities (GEM),"12,000",HKD 0.0100,KYG3981U1031,,Y,,Y,,,,Y,,,,Y,1
08161,MEDINET GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
08162,LOCO HK,Equity,Equity Securities (GEM),"10,000",,HK0000207610,,Y,,Y,,,,Y,,,,Y,1
08163,MERDEKA FIN,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,KYG6021S1527,,Y,,Y,,,,Y,,,,Y,1
08165,JIAN EPAYMENT,Equity,Equity Securities (GEM),"10,000",HKD 0.0500,KYG5135Y1052,,Y,,Y,,,,Y,,,,Y,1
08166,CHINA ECO-FARM,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG2158A1302,,Y,,Y,,,,Y,,,,Y,1
08167,NEO TELEMEDIA,Equity,Equity Securities (GEM),"4,000",HKD 0.1000,KYG6420C1217,,Y,,Y,,,,Y,,,,Y,1
08168,AMASSE CAPITAL,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG024821004,,Y,,Y,,,,Y,,,,Y,1
